EFT_PERIODO	EFT_VIVIENDA	EFT_ESTRATO	EFT_EN	EFT_UPM	EFT_ANO	EFT_SEMESTRE	EFT_PROVINCIA	EFT_MUNICIPIO	EFT_ZONA	EFT_BARRIO_SECCION	EFT_PARAJE	EFT_NO_ORDEN_UPM	EFT_ROTACION	EFT_ENCUESTADOR	EFT_SUPERVISOR	EFT_CRITICO_CODIFICADOR	EFT_DIGITADOR	EFT_CANT_HOGARES	EFT_USO_VIV_ORIGINAL	EFT_USO_VIV_RESERVA	EFT_CUAL_UTILIZO	EFT_POR_QUE	EFT_TIPO_VIVIENDA	EFT_NO_DE_CASAS	EFT_NO_DE_PISOS	EFT_NO_APTO_POR_PISO	EFT_PARED_EXTERIOR	EFT_PARED_INTERIOR	EFT_TECHO	EFT_PISO	EFT_TIPO_TENENCIA	EFT_CANT_CUARTOS	EFT_CANT_DORMITORIOS	EFT_UBICACION_COCINA	EFT_COMBUSTIBLE_COCINA	EFT_AGUA_RED_PUBLICA	EFT_TIPO_SANITARIO	EFT_ESTADO_VIVIENDA	EFT_APARIENCIA_VIVIENDA	EFT_PAGA_ALQUILER	EFT_MONTO_ALQUILER	EFT_PERIODO_PAGO_ALQ	EFT_MONTO_PROBABLE_ALQ	EFT_POR_QUE_UTILIZO_ABC	EFT_FACTOR_EXP	EFT_POR_QUE_RESERVA	EFT_POR_QUE_NO_REALIZO	EFT_POR_QUE_NO_REALIZO_OTROS	EFT_ALUMBRADO_PUBLICO	EFT_CALLES_ASFALTADAS	EFT_TIPO_VIVIENDA_ESP	EFT_PARED_EXTERIOR_ESP	EFT_PARED_INTERIOR_ESP	EFT_TECHO_ESP	EFT_PISO_ESP	EFT_TENENCIA_ESP	EFT_COMBUSTIBLE_COCINA_ESP	EFT_MONTO_ALQUILER_DOLARES	EFT_MONTO_PROBABLE_ALQ_DOLARES	EFT_DURACION_ENTREVISTA	EFT_NUMERO_VISITAS	EFT_TIPO_ALUMBRADO_VIV	EFT_TIPO_ALUMBRADO_VIV_ESP	EFT_COMO_ELIMINA_BASURA	EFT_COMO_ELIMINA_BASURA_ESP	EFT_TIEMPO_PAGA_ALQUILER
1/2000	2,463	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		3	0	61	155	93,693	93,693	1	1				2	0	0	0	2	2	6	4	7	2	1	1	1	1	1	2	4	1	1,200.00	2	0.00		485																					
1/2000	2,464	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		4	0	61	155	93,693	93,693	1	1				8	0	0	0	2	11	19	4	7	1	1	1	1	1	1	1	4	1	600.00	2	0.00		485																					
1/2000	2,465	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		5	0	61	155	93,693	93,693	1	1				8	0	0	0	2	2	6	4	7	1	1	1	1	1	1	2	4	1	400.00	2	0.00		485																					
1/2000	2,466	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		6	0	61	155	93,693	93,693	1	2	1	A		1	0	0	0	2	2	6	4	5	4	3	1	1	1	1	2	4	2	0.00	0	1,500.00		485																					
1/2000	2,467	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		7	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	7	2	1	1	1	1	1	1	4	1	1,200.00	2	0.00		485																					
1/2000	2,468	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		8	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	3	5	2	0.00	0	500.00		485																					
1/2000	2,469	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		9	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	1	4	2	0.00	0	1,500.00		485																					
1/2000	2,470	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		10	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	3	4	2	0.00	0	1,000.00		486																					
1/2000	2,471	3	0	248			25	2,501	0	PEKIN		1	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	1	1	1	3	2	0.00	0	2,500.00		192																					
1/2000	2,472	3	0	248			25	2,501	0	PEKIN		2	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	1	4	2	0.00	0	1,700.00		191																					
1/2000	2,473	3	0	248			25	2,501	0	PEKIN		3	0	61	155	93,693	93,693	1	1				1	0	0	0	9	9	19	4	7	3	2	1	1	1	3	3	5	1	200.00	2	0.00		191																					
1/2000	2,474	3	0	248			25	2,501	0	PEKIN		4	0	61	155	93,693	93,693	1	2	1	B		1	0	0	0	9	9	19	4	3	3	2	1	1	1	3	2	4	2	0.00	0	1,500.00		192																					
1/2000	2,475	3	0	248			25	2,501	0	PEKIN		3	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	1	4	2	0.00	0	1,500.00		191																					
1/2000	2,476	3	0	248			25	2,501	0	PEKIN		6	0	61	155	93,693	93,693	1	1				1	0	0	0	9	9	19	4	7	3	2	1	1	1	1	2	5	1	400.00	2	0.00		191																					
1/2000	2,477	3	0	248			25	2,501	0	PEKIN		7	0	61	155	93,693	93,693	1	1				1	0	0	0	2	2	19	4	4	3	2	1	1	1	1	1	4	2	0.00	0	2,000.00		192																					
1/2000	2,478	3	0	248			25	2,501	0	PEKIN		8	0	61	155	93,693	96,118	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	3	4	1	1,300.00	2	0.00		191																					
1/2000	2,479	3	0	248			25	2,501	0	PEKIN		9	0	61	155	93,693	96,118	1	1				1	0	0	0	2	2	19	4	5	5	4	1	1	1	1	1	4	2	0.00	0	3,000.00		191																					
1/2000	2,480	3	0	248			25	2,501	0	PEKIN		10	0	61	155	93,693	96,118	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	1	4	2	0.00	0	1,800.00		191																					
1/2000	2,481	3	0	249			25	2,501	0	LA ZURZA		1	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	7	7	6	4	1	1	1	1	1	2	1	7,000.00	2	0.00		249																					
1/2000	2,482	3	0	249			25	2,501	0	LA ZURZA		2	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	1	1	1	2	2	0.00	0	6,000.00		249																					
1/2000	2,483	3	0	249			25	2,501	0	LA ZURZA		3	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	12	7	4	3	1	1	1	1	1	2	1	4,000.00	2	0.00		250																					
1/2000	2,484	3	0	249	2,000	1	25	2,501	0	LA ZURZA		4	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	7	3	5	4	1	1	1	1	2	3	2	0.00	0	5,000.00		250																					
1/2000	2,485	3	0	249			25	2,501	0	LA ZURZA		5	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	7	1	7	4	1	1	1	1	2	2	2	0.00	0	7,000.00		250																					
1/2000	2,486	3	0	249			25	2,501	0	LA ZURZA		6	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	7	5	8	5	1	1	1	1	1	1	2	0.00	0	20,000.00		250																					
1/2000	2,487	3	0	249			25	2,501	0	LA ZURZA		7	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	12	1	5	3	1	1	1	1	1	3	2	0.00	0	5,000.00		250																					
1/2000	2,488	3	0	249			25	2,501	0	LA ZURZA		8	0	58	156	87,034	79,004	1	2	1	C		1	0	0	0	2	2	6	7	3	10	6	1	1	1	1	1	2	2	0.00	0	15,000.00		250																					
1/2000	2,489	3	0	249			25	2,501	0	LA ZURZA		9	0	58	156	87,034	87,030	1	1				1	0	0	0	2	2	6	7	1	4	3	1	1	1	1	1	3	2	0.00	0	3,000.00		250																					
1/2000	2,490	3	0	249			25	2,501	0	LA ZURZA		10	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	6	7	1	5	3	1	1	1	1	1	3	2	0.00	0	8,000.00		250																					
1/2000	2,495	3	0	250			25	2,501	0	CERROS DE GURABO III		5	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	1	7	5	1	1	1	1	1	2	2	0.00	0	7,000.00		609																					
1/2000	2,496	3	0	250			25	2,501	0	CERROS DE GURABO III		6	0	62	156	89,453	79,004	1	1				5	0	2	2	2	2	6	12	1	5	3	1	1	1	1	1	2	2	0.00	0	7,000.00		610																					
1/2000	2,498	3	0	250			25	2,501	0	CERROS DE GURABO III		8	0	62	156	89,453	79,004	1	1				5	0	4	4	2	2	6	12	1	5	4	1	1	1	1	1	2	2	0.00	0	6,000.00		609																					
1/2000	2,500	3	0	250			25	2,501	0	CERROS DE GURABO III		10	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	7	1	7	4	1	1	1	1	1	1	2	0.00	0	8,000.00		609																					
1/2000	2,501	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		1	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	1	7	5	1	1	1	1	1	3	2	0.00	0	3,000.00		267																					
1/2000	2,502	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		2	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	7	4	2	1	1	1	1	1	2	1	4,600.00	2	0.00		267																					
1/2000	2,503	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		3	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	1	6	4	1	1	2	1	1	2	2	0.00	0	8,000.00		267																					
1/2000	2,504	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		4	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	1	5	3	1	1	2	1	1	3	2	0.00	0	6,000.00		267																					
1/2000	2,505	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		5	0	62	156	89,453	79,004	1	1				5	0	4	2	2	2	6	12	1	4	3	1	1	1	1	1	2	2	0.00	0	6,000.00		267																					
1/2000	2,506	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		6	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	1	5	3	1	1	1	1	1	2	2	0.00	0	9,000.00		267																					
1/2000	2,507	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		7	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	7	4	2	1	1	1	1	1	2	1	4,000.00	2	0.00		267																					
1/2000	2,509	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		9	0	62	156	89,453	89,453	1	1				1	0	0	0	2	2	6	12	1	7	5	1	1	1	1	1	2	2	0.00	0	10,000.00		267																					
1/2000	2,510	3	0	251			25	2,501	0	VILLA OLGA ( LAS ESMERALDA )		10	0	62	156	89,453	79,004	1	1				1	0	0	0	2	2	6	12	5	5	3	1	1	1	1	1	2	2	0.00	0	10,000.00		266																					
1/2000	2,511	3	0	252			25	2,501	0	CANABACOA-COLORADO		1	0	67	155	89,453	94,205	1	2	1	A		1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	1,500.00		257																					
1/2000	2,512	3	0	252			25	2,501	0	CANABACOA-COLORADO		2	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	1,000.00		256																					
1/2000	2,513	3	0	252			25	2,501	0	CANABACOA-COLORADO		3	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	6	12	1	6	4	1	1	1	1	1	2	2	0.00	0	3,500.00		256																					
1/2000	2,514	3	0	252			25	2,501	0	CANABACOA-COLORADO		4	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	2	4	2	0.00	0	2,000.00		257																					
1/2000	2,515	3	0	252			25	2,501	0	CANABACOA-COLORADO		5	0	67	155	89,453	94,205	1	1				7	0	0	0	2	2	19	4	5	2	1	1	1	1	2	2	4	2	0.00	0	800.00		257																					
1/2000	2,516	3	0	252			25	2,501	0	CANABACOA-COLORADO		6	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	1	1	1	3	2	0.00	0	2,500.00		257																					
1/2000	2,517	3	0	252			25	2,501	0	CANABACOA-COLORADO		7	0	67	155	89,453	94,205	1	2	1	C		1	0	0	0	2	2	6	4	5	4	2	1	1	1	1	2	3	2	0.00	0	2,000.00		257																					
1/2000	2,518	3	0	252			25	2,501	0	CANABACOA-COLORADO		8	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	4	2	1	1	1	1	2	4	2	0.00	0	1,500.00		257																					
1/2000	2,519	3	0	252			25	2,501	0	CANABACOA-COLORADO		9	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	1,500.00		256																					
1/2000	2,520	3	0	252			25	2,501	0	CANABACOA-COLORADO		10	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	2	4	2	0.00	0	2,000.00		257																					
1/2000	2,521	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	1	0	66	155	93,693	94,205	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	3	2	4	2	0.00	0	500.00		257																					
1/2000	2,522	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	BAITOA.	2	0	66	155	93,693	94,205	1	1				1	0	0	0	9	9	19	4	5	5	4	2	1	1	3	3	4	2	0.00	0	300.00		256																					
1/2000	2,523	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	3	0	66	155	93,693	94,205	1	2	1	C		1	0	0	0	9	9	19	4	5	7	5	1	1	1	3	2	4	2	0.00	0	1,000.00		257																					
1/2000	2,524	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	4	0	66	155	93,693	94,205	1	1				1	0	0	0	9	9	19	4	5	3	2	2	4	1	3	3	5	2	0.00	0	300.00		257																					
1/2000	2,525	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	5	0	66	155	93,693	94,205	1	1				1	0	0	0	2	2	19	4	5	4	3	2	4	2	3	3	5	2	0.00	0	200.00		257																					
1/2000	2,526	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	6	0	66	155	93,693	94,205	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	2	3	2	3	2	0.00	0	500.00		257																					
1/2000	2,527	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	1	7	0	66	155	93,693	94,205	1	1				1	0	0	0	9	9	19	4	5	6	5	1	1	1	3	2	4	2	0.00	0	500.00		257																					
1/2000	2,528	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	8	0	66	155	93,693	94,205	1	1				1	0	0	0	2	2	19	4	5	5	4	2	1	1	3	3	4	2	0.00	0	500.00		257																					
1/2000	2,529	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	9	0	66	155	93,693	94,205	1	1				2	0	0	0	2	2	19	4	6	1	0	2	5	1	4	3	4	2	0.00	0	300.00		257																					
1/2000	2,530	4	0	253			25	2,501	1	BAITOA - ARROYO ARRIBA	LA JAGUA.	10	0	66	155	93,693	94,205	1	1				1	0	0	0	9	9	19	4	5	3	2	2	4	1	3	3	5	2	0.00	0	300.00		257																					
1/2000	2,531	4	0	254			25	2,501	1	HATO DEL YAQUE	S/N	1	0	55	157	96,118	93,693	1	1				2	0	0	0	9	9	19	4	3	3	2	2	1	1	3	2	4	2	0.00	0	500.00		269																					
1/2000	2,532	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	2	0	55	157	96,118	93,693	1	1				3	1	0	0	9	9	19	4	5	2	1	1	1	2	3	3	5	2	0.00	0	800.00		268																					
1/2000	2,533	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	3	0	55	157	96,118	93,693	1	1				1	0	0	0	2	11	19	4	5	3	2	1	1	1	1	3	5	2	0.00	0	1,000.00		268																					
1/2000	2,534	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	4	0	55	157	96,118	93,693	1	1				1	0	0	0	9	9	19	4	7	3	2	1	1	1	3	3	5	1	500.00	2	0.00		268																					
1/2000	2,535	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	5	0	55	157	96,118	93,693	1	1				1	0	0	0	9	9	19	4	5	4	3	1	1	2	3	3	5	2	0.00	0	800.00		268																					
1/2000	2,536	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	6	0	55	157	96,118	93,693	1	1				1	0	0	0	11	11	19	4	3	4	3	1	1	1	1	3	5	2	0.00	0	1,000.00		268																					
1/2000	2,537	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	7	0	55	157	96,118	93,693	1	1				1	0	0	0	9	9	19	4	5	2	1	1	1	2	3	3	5	2	0.00	0	500.00		268																					
1/2000	2,538	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	8	0	55	157	96,118	93,693	1	1				1	0	0	0	9	9	19	17	5	2	1	1	1	2	3	3	5	2	0.00	0	300.00		268																					
1/2000	2,539	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	9	0	55	157	96,118	93,693	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	800.00		268																					
1/2000	2,540	4	0	254			25	2,501	1	HATO DEL YAQUE	HATO DEL YAQUE	10	0	55	157	96,118	93,693	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	3	3	5	2	0.00	0	400.00		268																					
1/2000	2,541	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	1	0	52	155	89,453	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	1	1	1	3	2	5	2	0.00	0	800.00		353																					
1/2000	2,542	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	2	0	52	155	89,453	91,159	1	2	1	A		1	0	0	0	9	9	19	4	8	4	3	1	1	1	2	3	4	2	0.00	0	1,000.00		354																					
1/2000	2,543	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	3	0	52	155	89,453	91,159	1	1				1	0	0	0	9	9	6	4	5	3	2	1	1	1	2	2	4	2	0.00	0	1,000.00		353																					
1/2000	2,544	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	4	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	2	2	4	2	0.00	0	1,500.00		353																					
1/2000	2,545	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	5	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	2	1	3	2	0.00	0	1,500.00		353																					
1/2000	2,546	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	6	0	52	155	89,453	91,159	1	1				1	0	0	0	9	9	19	17	5	3	2	1	1	1	3	3	5	2	0.00	0	500.00		353																					
1/2000	2,547	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	7	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	6	7	5	5	3	1	1	1	1	1	2	2	0.00	0	3,000.00		353																					
1/2000	2,548	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	8	0	52	155	89,453	91,159	1	1				8	0	0	0	2	20	6	4	7	1	0	3	1	1	2	2	4	1	600.00	2	0.00		353																					
1/2000	2,549	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	9	0	52	155	89,453	91,159	1	2	1	B		8	0	0	0	2	20	6	4	7	1	0	3	1	1	2	2	3	1	500.00	2	0.00		353																					
1/2000	2,550	4	0	255			25	2,501	1	MONTE ADENTRO ABAJO - PONTEZUELA ABAJO	PONTEZUELA ABAJO	10	0	52	155	89,453	91,159	1	1				8	0	0	0	2	20	6	4	7	2	1	1	1	1	1	3	4	1	500.00	2	0.00		353																					
1/2000	2,551	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS -CERRITOS-CAMBIMBA	1	0	50	154	94,205	91,159	1	1				1	0	0	0	9	14	19	4	5	3	2	2	1	2	3	1	4	2	0.00	0	500.00		251																					
1/2000	2,552	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS -CAMBIMBA	2	0	50	154	94,205	91,159	1	1				3	3	0	0	9	3	19	4	5	2	1	2	1	2	3	1	4	2	0.00	0	300.00		252																					
1/2000	2,553	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS-CAMBIMBA	3	0	50	154	94,205	91,159	1	1				1	0	0	0	9	14	19	4	7	3	2	1	1	2	3	3	5	1	500.00	2	0.00		252																					
1/2000	2,554	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	CERRITO -CAMBIMBA	5	0	50	154	94,205	91,159	1	1				1	0	0	0	15	3	19	4	5	3	2	1	1	2	3	3	5	2	0.00	0	500.00		251																					
1/2000	2,555	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS-CAMBIMBA	10	0	50	154	94,205	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	1	1	1	3	1	4	2	0.00	0	800.00		251																					
1/2000	2,556	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS-CAMBIMBA	9	0	50	154	94,205	91,159	1	1				1	0	0	0	2	3	19	4	5	3	2	1	1	2	3	1	4	2	0.00	0	500.00		251																					
1/2000	2,557	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS -CAMBIMBA	8	0	50	154	94,205	91,159	1	1				1	0	0	0	9	9	19	4	5	3	2	2	1	1	3	1	4	2	0.00	0	800.00		251																					
1/2000	2,558	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS-CAMBIMBA	7	0	50	154	94,205	91,159	1	1				1	0	0	0	9	3	19	17	5	3	2	1	1	2	3	3	5	2	0.00	0	400.00		251																					
1/2000	2,559	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS-CAMBIMBA	4	0	50	154	94,205	91,159	1	1				1	0	0	0	9	3	19	4	5	3	2	2	1	2	3	2	4	2	0.00	0	800.00		252																					
1/2000	2,560	4	0	256			25	2,501	1	HATILLO SAN LORENZO - LOS CERRITOS (CAMBIMBA)	LOS CERRITOS -CAMBIMBA	6	0	50	154	94,205	91,159	1	1				1	0	0	0	9	3	19	4	5	3	2	1	1	2	3	1	4	2	0.00	0	800.00		251																					
1/2000	2,561	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	1	0	52	155	89,453	91,159	1	2	1	A		1	0	0	0	9	9	19	4	6	4	3	1	1	2	2	1	4	2	0.00	0	2,000.00		301																					
1/2000	2,562	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	2	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	19	4	5	6	5	1	1	1	2	1	3	2	0.00	0	4,000.00		301																					
1/2000	2,563	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	3	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	6	12	1	7	6	1	1	1	2	1	3	2	0.00	0	5,000.00		301																					
1/2000	2,564	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	4	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	19	7	5	5	4	1	1	2	2	1	4	2	0.00	0	2,000.00		301																					
1/2000	2,565	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	5	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	19	4	5	4	3	2	1	2	3	3	5	2	0.00	0	1,000.00		300																					
1/2000	2,566	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	6	0	52	155	89,453	91,159	1	1				1	0	0	0	9	9	19	4	5	5	4	1	1	1	3	3	5	2	0.00	0	1,000.00		301																					
1/2000	2,567	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	7	0	52	155	89,453	91,159	1	2	1	C		1	0	0	0	9	9	19	4	5	5	4	2	1	1	3	2	4	2	0.00	0	1,500.00		301																					
1/2000	2,568	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	8	0	52	155	89,453	91,159	1	1				1	0	0	0	9	9	19	4	5	4	3	2	1	1	3	2	4	2	0.00	0	1,000.00		301																					
1/2000	2,569	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	9	0	52	155	89,453	91,159	1	1				1	0	0	0	2	2	19	7	5	5	4	1	1	1	2	3	5	2	0.00	0	4,000.00		301																					
1/2000	2,570	4	0	257			25	2,501	1	LA JAVILLA - SAN ANTONIO	SAN ANTONIO	10	0	52	155	89,453	91,159	1	2	1	B		1	0	0	0	2	2	19	4	6	4	3	1	1	1	3	2	4	2	0.00	0	1,500.00		301																					
1/2000	2,571	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	GUAYABAL	1	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	6	12	5	4	3	1	1	1	1	2	3	2	0.00	0	2,500.00		215																					
1/2000	2,572	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	LOS DELGADILLOS	2	0	67	155	89,453	89,453	1	1				1	0	0	0	2	2	19	12	5	4	3	1	1	1	1	2	4	2	0.00	0	1,300.00		215																					
1/2000	2,573	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	DELGADILLO	3	0	67	155	89,453	94,205		1				1	0	0	0	2	2	19	4	5	4	3	1	1	1	1	2	4	2	0.00	0	1,500.00		216																					
1/2000	2,574	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	GUAYABAL	4	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	800.00		215																					
1/2000	2,575	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	GUAYABAL	5	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	4	2	1	1	1	1	2	4	2	0.00	0	1,000.00		216																					
1/2000	2,576	4	0	258			25	2,501	1	LOS DERGADILLOS (GUAYABAL)	GUAYABAL	6	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	1	2	4	2	0.00	0	1,000.00		216																					
