EFT_PERIODO	EFT_VIVIENDA	EFT_ESTRATO	EFT_EN	EFT_UPM	EFT_ANO	EFT_SEMESTRE	EFT_PROVINCIA	EFT_MUNICIPIO	EFT_ZONA	EFT_BARRIO_SECCION	EFT_PARAJE	EFT_NO_ORDEN_UPM	EFT_ROTACION	EFT_ENCUESTADOR	EFT_SUPERVISOR	EFT_CRITICO_CODIFICADOR	EFT_DIGITADOR	EFT_CANT_HOGARES	EFT_USO_VIV_ORIGINAL	EFT_USO_VIV_RESERVA	EFT_CUAL_UTILIZO	EFT_POR_QUE	EFT_TIPO_VIVIENDA	EFT_NO_DE_CASAS	EFT_NO_DE_PISOS	EFT_NO_APTO_POR_PISO	EFT_PARED_EXTERIOR	EFT_PARED_INTERIOR	EFT_TECHO	EFT_PISO	EFT_TIPO_TENENCIA	EFT_CANT_CUARTOS	EFT_CANT_DORMITORIOS	EFT_UBICACION_COCINA	EFT_COMBUSTIBLE_COCINA	EFT_AGUA_RED_PUBLICA	EFT_TIPO_SANITARIO	EFT_ESTADO_VIVIENDA	EFT_APARIENCIA_VIVIENDA	EFT_PAGA_ALQUILER	EFT_MONTO_ALQUILER	EFT_PERIODO_PAGO_ALQ	EFT_MONTO_PROBABLE_ALQ	EFT_POR_QUE_UTILIZO_ABC	EFT_FACTOR_EXP	EFT_POR_QUE_RESERVA	EFT_POR_QUE_NO_REALIZO	EFT_POR_QUE_NO_REALIZO_OTROS	EFT_ALUMBRADO_PUBLICO	EFT_CALLES_ASFALTADAS	EFT_TIPO_VIVIENDA_ESP	EFT_PARED_EXTERIOR_ESP	EFT_PARED_INTERIOR_ESP	EFT_TECHO_ESP	EFT_PISO_ESP	EFT_TENENCIA_ESP	EFT_COMBUSTIBLE_COCINA_ESP	EFT_MONTO_ALQUILER_DOLARES	EFT_MONTO_PROBABLE_ALQ_DOLARES	EFT_DURACION_ENTREVISTA	EFT_NUMERO_VISITAS	EFT_TIPO_ALUMBRADO_VIV	EFT_TIPO_ALUMBRADO_VIV_ESP	EFT_COMO_ELIMINA_BASURA	EFT_COMO_ELIMINA_BASURA_ESP	EFT_TIEMPO_PAGA_ALQUILER
1/2000	2,339	3	0	234			25	2,501	0	HOYA DEL CAIMITO		9	0	51	155	87,034	13,900	1	1				7	0	0	0	2	14	19	4	5	2	1	1	1	1	1	3	5	2	0.00	0	1,000.00		260																					
1/2000	2,340	3	0	234			25	2,501	0	HOYA DEL CAIMITO		10	0	51	155	87,034	13,900	1	1				2	0	0	0	2	2	6	12	5	4	2	1	1	1	1	2	3	2	0.00	0	2,500.00		260																					
1/2000	2,342	3	0	235			25	2,501	0	LOS ALAMOS		2	0	67	155	89,453	94,205	1	2	1	C		1	0	0	0	2	2	6	12	7	5	3	1	1	1	1	1	3	1	3,000.00	2	0.00		457																					
1/2000	2,344	3	0	235	2,000	1	25	2,501	0	LOS ALAMOS		4	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	6	12	1	6	4	1	1	1	1	1	2	2	0.00	0	3,500.00		456																					
1/2000	2,346	3	0	235			25	2,501	0	LOS ALAMOS		6	0	67	155	89,453	89,453	1	1				1	0	0	0	2	2	6	5	1	10	4	1	1	1	1	1	1	2	0.00	0	7,000.00		457																					
1/2000	2,347	3	0	235			25	2,501	0	LOS ALAMOS		7	0	67	155	89,453	94,205	1	1				1	0	0	0	2	2	6	12	1	4	3	1	1	1	1	2	3	2	0.00	0	3,000.00		457																					
1/2000	2,349	3	0	235			25	2,501	0	LOS ALAMOS		9	0	67	155	89,453	94,205	1	1				2	0	0	0	2	2	6	12	7	3	2	1	1	1	1	1	1	1	2,500.00	2	0.00		456																					
1/2000	2,351	3	0	236	2,000	1	25	2,501	0	MONTERICO		6	0	56	154	97,026	94,205	1	1				1	0	0	0	2	2	6	4	5	4	3	1	1	1	1	1	3	2	0.00	0	2,000.00		261																					
1/2000	2,352	3	0	236			25	2,501	0	MONTERICO		3	0	56	154	97,026	94,205	1	2	1	C		8	0	0	0	2	2	6	4	7	1	0	1	1	1	1	2	4	1	500.00	2	0.00		260																					
1/2000	2,353	3	0	236			25	2,501	0	MONTERICO		8	0	56	154	97,026	94,205	1	1				8	0	0	0	2	2	19	4	7	1	0	1	1	1	1	1	4	1	700.00	2	0.00		261																					
1/2000	2,354	3	0	236			25	2,501	0	MONTERICO		10	0	56	154	97,026	94,205	1	1				1	0	0	0	2	2	19	4	3	3	2	1	1	1	1	2	4	2	0.00	0	1,000.00		260																					
1/2000	2,355	3	0	236			25	2,501	0	MONTERICO		9	0	56	154	97,026	94,205	1	1				1	0	0	0	2	2	19	4	8	3	2	1	1	1	1	2	4	2	0.00	0	1,000.00		261																					
1/2000	2,356	3	0	236			25	2,501	0	MONTERICO		2	0	56	154	97,026	94,205	1	1				1	0	0	0	2	2	19	4	5	2	1	1	1	1	1	2	4	2	0.00	0	800.00		261																					
1/2000	2,357	3	0	236			25	2,501	0	MONTERICO		1	0	56	154	97,026	94,205	1	2	1	B		8	0	0	0	2	2	6	4	7	2	1	1	1	1	1	2	4	1	800.00	2	0.00		261																					
1/2000	2,358	3	0	236			25	2,501	0	MONTERICO		4	0	56	154	97,026	94,205	1	1				8	0	0	0	2	2	6	4	7	1	0	1	1	1	1	1	4	1	175.00	1	0.00		261																					
1/2000	2,359	3	0	236			25	2,501	0	MONTERICO		5	0	56	154	97,026	94,205	1	1				8	0	0	0	2	2	6	4	7	1	0	3	6	1	1	1	4	1	175.00	1	0.00		261																					
1/2000	2,360	3	0	236			25	2,501	0	MONTERICO		7	0	56	154	97,026	94,205	3	1				2	0	0	0	2	2	19	4	5	2	1	1	1	1	1	2	4	2	0.00	0	800.00		260																					
1/2000	2,361	3	0	237			25	2,501	0	ENS. ESPAILLAT		1	0	64	154	87,034	79,004	1	1				1	0	0	0	2	2	6	12	7	4	3	1	1	1	1	2	4	1	1,500.00	2	0.00		340																					
1/2000	2,362	3	0	237			25	2,501	0	ENS. ESPAILLAT		2	0	64	154	87,034	79,004	1	1				8	0	0	0	2	2	19	4	7	1	0	2	1	2	1	3	5	1	500.00	2	0.00		339																					
1/2000	2,363	3	0	237			25	2,501	0	ENS. ESPAILLAT		3	0	64	154	87,034	79,004	1	1				8	0	0	0	2	2	19	4	7	1	0	2	1	2	1	3	5	1	400.00	2	0.00		339																					
1/2000	2,364	3	0	237			25	2,501	0	ENS. ESPAILLAT		4	0	64	154	87,034	79,004	1	1				1	0	0	0	2	2	6	4	1	3	2	1	1	1	1	2	4	2	0.00	0	1,500.00		339																					
1/2000	2,365	3	0	237			25	2,501	0	ENS. ESPAILLAT		5	0	64	154	87,034	79,004	1	1				8	0	0	0	2	2	6	4	7	1	0	3	1	1	1	2	4	1	225.00	2	0.00		340																					
1/2000	2,366	3	0	237			25	2,501	0	ENS. ESPAILLAT		6	0	64	154	87,034	79,004	1	2	1	B		8	0	0	0	2	21	6	4	7	1	0	3	1	1	1	2	4	1	225.00	2	0.00		339																					
1/2000	2,367	3	0	237			25	2,501	0	ENS. ESPAILLAT		7	0	64	154	87,034	79,004	1	2	1	C		1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	3	1	1,800.00	2	0.00		340																					
1/2000	2,368	3	0	237			25	2,501	0	ENS. ESPAILLAT		8	0	64	154	87,034	79,004	1	1				8	0	0	0	2	21	19	4	7	1	0	3	1	2	3	3	5	1	150.00	2	0.00		339																					
1/2000	2,369	3	0	237			25	2,501	0	ENS. ESPAILLAT		9	0	64	154	87,034	79,004	1	1				8	0	0	0	2	21	19	4	7	1	0	3	1	2	1	3	5	1	100.00	2	0.00		339																					
1/2000	2,370	3	0	237			25	2,501	0	ENS. ESPAILLAT		10	0	64	154	87,034	79,004	1	1				8	0	0	0	2	21	19	4	7	1	0	3	1	2	1	3	5	1	150.00	2	0.00		339																					
1/2000	2,371	3	0	238			25	2,501	0	ENS. BERMUDEZ		10	0	54	154	87,034	13,900	1	1				1	0	0	0	11	11	19	4	5	2	1	1	1	1	1	3	4	2	0.00	0	500.00		699																					
1/2000	2,372	3	0	238			25	2,501	0	ENS. BERMUDEZ		5	0	54	154	87,034	13,900	1	1				2	0	0	0	2	11	19	4	6	2	1	1	1	1	1	3	4	2	0.00	0	700.00		698																					
1/2000	2,373	3	0	238			25	2,501	0	ENS. BERMUDEZ		8	0	54	154	87,034	13,900	1	1				1	0	0	0	9	3	19	4	6	2	1	1	1	1	1	3	4	2	0.00	0	700.00		699																					
1/2000	2,374	3	0	238			25	2,501	0	ENS. BERMUDEZ		4	0	54	154	87,034	13,900	1	2	1	A		1	0	0	0	9	9	19	4	5	1	0	1	1	1	1	3	4	2	0.00	0	600.00		699																					
1/2000	2,375	3	0	238			25	2,501	0	ENS. BERMUDEZ		6	0	54	154	87,034	13,900	1	1				1	0	0	0	2	2	19	4	1	3	2	1	1	1	1	3	4	2	0.00	0	800.00		699																					
1/2000	2,376	3	0	238			25	2,501	0	ENS. BERMUDEZ		9	0	54	154	87,034	13,900	1	1				2	0	0	0	11	11	19	4	5	2	1	1	1	1	1	3	4	2	0.00	0	600.00		699																					
1/2000	2,377	3	0	238			25	2,501	0	ENS. BERMUDEZ		2	0	54	154	87,034	13,900	1	1				1	0	0	0	9	3	19	4	5	4	3	1	1	1	1	3	4	2	0.00	0	800.00		699																					
1/2000	2,378	3	0	238			25	2,501	0	ENS. BERMUDEZ		3	0	54	154	87,034	13,900	1	1				1	0	0	0	9	3	19	4	6	3	2	1	1	1	1	3	4	2	0.00	0	800.00		699																					
1/2000	2,379	3	0	238			25	2,501	0	ENS. BERMUDEZ		7	0	54	154	87,034	13,900	1	1				1	0	0	0	9	3	19	4	7	2	1	1	1	1	1	3	4	1	700.00	2	0.00		699																					
1/2000	2,380	3	0	238			25	2,501	0	ENS. BERMUDEZ		1	0	54	154	87,034	13,900	1	1				1	0	0	0	9	3	19	4	5	4	3	1	1	1	1	3	5	2	0.00	0	1,000.00		699																					
1/2000	2,381	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		6	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	19	4	3	4	3	1	1	1	1	3	4	2	0.00	0	3,000.00		218																					
1/2000	2,382	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		5	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	19	5	1	4	2	1	1	1	1	3	3	2	0.00	0	2,000.00		217																					
1/2000	2,383	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		1	0	60	154	97,026	91,159	1	1				8	0	0	0	2	2	6	4	5	5	3	1	1	1	1	3	4	2	0.00	0	2,000.00		218																					
1/2000	2,384	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		3	0	60	154	97,026	91,159	1	1				8	0	0	0	2	2	19	4	7	2	1	3	1	1	2	3	5	1	800.00	2	0.00		218																					
1/2000	2,385	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		2	0	60	154	97,026	91,159	1	1				8	0	0	0	2	2	19	4	7	2	1	3	1	2	2	3	5	1	750.00	2	0.00		218																					
1/2000	2,386	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		7	0	60	154	97,026	91,159	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	1	3	5	1	800.00	2	0.00		218																					
1/2000	2,387	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		10	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	19	12	1	3	2	1	1	1	1	2	4	2	0.00	0	1,500.00		218																					
1/2000	2,388	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		9	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	19	4	7	4	3	1	1	1	1	3	4	1	2,300.00	2	0.00		217																					
1/2000	2,389	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		4	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	6	4	1	2	1	1	1	1	2	2	5	2	0.00	0	1,500.00		218																					
1/2000	2,390	3	0	239			25	2,501	0	LOS SALADOS VIEJOS		8	0	60	154	97,026	91,159	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	4	1	1,500.00	2	0.00		218																					
1/2000	2,391	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		1	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	4	5	4	2	1	1	1	1	3	4	2	0.00	0	4,000.00		233																					
1/2000	2,392	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		2	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	12	7	4	3	1	1	1	1	2	3	1	3,000.00	2	0.00		232																					
1/2000	2,393	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		3	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	12	6	3	1	1	1	1	1	1	3	2	0.00	0	3,500.00		233																					
1/2000	2,394	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		4	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	4	7	4	2	1	1	1	1	2	3	1	2,000.00	2	0.00		232																					
1/2000	2,395	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		5	0	53	156	88,263	93,169	1	1				2	0	0	0	2	2	19	4	6	3	2	1	1	1	1	2	4	2	0.00	0	2,000.00		233																					
1/2000	2,396	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		6	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	4	3	3	2	1	1	1	1	2	4	2	0.00	0	4,000.00		233																					
1/2000	2,397	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )	3	7	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	4	7	3	1	1	1	1	1	1	3	1	2,500.00	2	0.00		233																					
1/2000	2,398	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		8	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	12	7	2	1	1	1	1	1	1	2	1	2,500.00	2	0.00		233																					
1/2000	2,399	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		9	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	12	1	4	2	1	1	1	1	1	3	2	0.00	0	3,000.00		233																					
1/2000	2,400	3	0	240			25	2,501	0	ENS.LUPERON ( URB. LOS  REYES )		10	0	53	156	88,263	93,169	1	1				1	0	0	0	2	2	6	4	1	4	2	1	1	1	1	2	3	2	0.00	0	2,500.00		233																					
1/2000	2,401	3	0	241			25	2,501	0	TIERRA ALTA		1	0	64	154	87,034	79,004	1	1				2	0	0	0	15	15	19	4	7	2	1	1	1	2	3	3	5	1	500.00	2	0.00		234																					
1/2000	2,402	3	0	241			25	2,501	0	TIERRA ALTA		2	0	64	154	87,034	79,004	1	1				1	0	0	0	2	2	19	4	5	6	3	1	1	1	1	1	3	2	0.00	0	2,700.00		234																					
1/2000	2,403	3	0	241			25	2,501	0	TIERRA ALTA		3	0	64	154	87,034	79,004	1	1				1	0	0	0	2	2	6	12	5	5	2	1	1	1	1	1	3	2	0.00	0	3,000.00		233																					
1/2000	2,404	3	0	241			25	2,501	0	TIERRA ALTA		4	0	64	154	87,034	79,004	1	1				1	0	0	0	2	14	19	4	5	5	4	1	1	1	1	2	4	2	0.00	0	2,500.00		234																					
1/2000	2,405	3	0	241			25	2,501	0	TIERRA ALTA		5	0	64	154	87,034	79,004	1	1				1	0	0	0	9	3	19	4	5	3	2	1	6	1	3	3	5	2	0.00	0	500.00		233																					
1/2000	2,406	3	0	241			25	2,501	0	TIERRA ALTA		6	0	64	154	87,034	79,004	1	1				8	0	0	0	2	2	6	4	7	1	1	3	1	2	1	1	4	1	200.00	2	0.00		233																					
1/2000	2,407	3	0	241			25	2,501	0	TIERRA ALTA		7	0	64	154	87,034	79,004	1	1				1	0	0	0	9	14	19	4	5	4	2	1	1	2	3	2	4	2	0.00	0	1,500.00		233																					
1/2000	2,408	3	0	241			25	2,501	0	TIERRA ALTA		8	0	64	154	87,034	79,004	1	1				1	0	0	0	2	2	19	4	5	3	2	1	1	1	3	2	4	2	0.00	0	2,000.00		233																					
1/2000	2,409	3	0	241			25	2,501	0	TIERRA ALTA		9	0	64	154	87,034	79,004	1	1				1	0	0	0	2	15	19	4	7	3	2	1	1	1	1	3	5	1	600.00	2	0.00		233																					
1/2000	2,410	3	0	241			25	2,501	0	TIERRA ALTA		10	0	64	154	87,034	79,004	1	1				1	0	0	0	2	14	19	4	5	4	3	1	1	2	1	2	4	2	0.00	0	1,400.00		233																					
1/2000	2,411	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		1	0	68	156	82,031	93,693	1	1				1	0	0	0	2	2	6	12	1	5	4	1	1	1	1	2	3	2	0.00	0	3,000.00		233																					
1/2000	2,412	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		2	0	68	156	82,031	93,693	1	1				1	0	0	0	2	9	19	4	7	4	3	1	1	1	1	3	4	1	700.00	2	0.00		234																					
1/2000	2,413	3	0	242	2,000	1	25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		3	0	68	156	82,031	93,693	1	1				1	0	0	0	2	2	6	12	7	4	2	1	1	1	1	1	4	1	1,500.00	2	0.00		234																					
1/2000	2,414	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		4	0	68	156	82,031	93,693	1	2	1	A		1	0	0	0	2	2	6	12	1	4	3	1	1	1	1	1	3	2	0.00	0	3,000.00		234																					
1/2000	2,415	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		5	0	68	156	82,031	93,693	1	2	1	B		1	0	0	0	2	2	19	4	8	5	3	1	1	1	1	3	5	2	0.00	0	800.00		234																					
1/2000	2,416	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		6	0	68	156	82,031	93,693	1	1				1	0	0	0	2	9	19	4	1	3	2	1	1	1	1	1	4	2	0.00	0	800.00		233																					
1/2000	2,417	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		7	0	68	156	82,031	93,693	1	1				1	0	0	0	2	2	19	4	1	3	2	1	1	1	1	3	4	2	0.00	0	1,200.00		234																					
1/2000	2,418	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		8	0	68	156	82,031	93,693	1	1				1	0	0	0	9	9	19	4	7	4	2	1	1	1	1	1	4	1	700.00	2	0.00		234																					
1/2000	2,419	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		9	0	68	156	82,031	93,693	1	1				1	0	0	0	2	2	19	12	6	5	3	1	1	1	1	3	3	2	0.00	0	1,500.00		234																					
1/2000	2,420	3	0	242			25	2,501	0	MEJORAMIENTO SOCIAL ( EL EJIDO )		10	0	68	156	82,031	93,693	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	4	1	1,600.00	2	0.00		233																					
1/2000	2,421	3	0	243	2,000	1	25	2,501	0	BARACOA		1	0	54	154	87,034	13,900	1	1				1	0	0	0	2	2	19	12	5	4	3	1	1	1	1	3	4	2	0.00	0	3,000.00		165																					
1/2000	2,422	3	0	243			25	2,501	0	BARACOA		2	0	54	154	87,034	13,900	1	1				2	0	0	0	2	9	19	4	7	3	2	1	1	1	1	3	4	1	700.00	2	0.00		164																					
1/2000	2,423	3	0	243			25	2,501	0	BARACOA		3	0	54	154	87,034	13,900	1	1				1	0	0	0	9	9	19	4	7	4	3	1	1	1	1	3	4	1	110.00	2	0.00		164																					
1/2000	2,424	3	0	243			25	2,501	0	BARACOA		4	0	54	154	87,034	13,900	1	1				2	0	0	0	9	9	19	4	6	3	2	1	1	1	1	3	4	2	0.00	0	1,500.00		165																					
1/2000	2,425	3	0	243			25	2,501	0	BARACOA		5	0	54	154	87,034	13,900	1	2	1	A		1	0	0	0	9	9	19	4	7	1	0	3	6	1	1	3	4	1	450.00	2	0.00		164																					
1/2000	2,426	3	0	243			25	2,501	0	BARACOA		6	0	54	154	87,034	13,900	1	1				2	0	0	0	2	2	6	5	5	4	2	1	1	1	1	1	3	2	0.00	0	3,000.00		164																					
1/2000	2,427	3	0	243			25	2,501	0	BARACOA		7	0	54	154	87,034	13,900	1	1				2	0	0	0	9	9	19	9	7	2	1	1	1	2	1	3	5	1	200.00	1	0.00		164																					
1/2000	2,428	3	0	243			25	2,501	0	BARACOA		8	0	54	154	87,034	13,900	1	1				2	0	0	0	9	9	19	4	6	2	1	1	1	1	1	3	5	2	0.00	0	750.00		164																					
1/2000	2,429	3	0	243			25	2,501	0	BARACOA		9	0	54	154	87,034	13,900	1	1				2	0	0	0	9	3	19	4	7	4	3	1	1	1	1	3	4	1	1,100.00	2	0.00		164																					
1/2000	2,430	3	0	243			25	2,501	0	BARACOA		10	0	54	154	87,034	13,900	1	1				1	0	0	0	2	2	6	7	5	8	5	1	1	1	1	2	3	2	0.00	0	3,500.00		164																					
1/2000	2,431	3	0	244			25	2,501	0	LOS PEPINES		1	0	58	156	87,034	79,004	1	1				1	0	0	0	3	3	19	4	7	2	1	1	1	1	1	3	5	1	350.00	2	0.00		271																					
1/2000	2,432	3	0	244			25	2,501	0	LOS PEPINES		2	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	19	12	1	6	3	1	1	1	1	2	3	2	0.00	0	3,500.00		270																					
1/2000	2,433	3	0	244			25	2,501	0	LOS PEPINES		3	0	58	156	87,034	79,004	1	2	1	A		1	0	0	0	2	2	19	12	6	2	1	1	1	1	1	3	4	2	0.00	0	2,000.00		271																					
1/2000	2,434	3	0	244			25	2,501	0	LOS PEPINES		4	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	19	12	1	4	3	1	1	1	1	2	4	2	0.00	0	3,000.00		271																					
1/2000	2,435	3	0	244			25	2,501	0	LOS PEPINES		5	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	19	12	3	6	4	1	1	1	1	2	3	2	0.00	0	4,000.00		271																					
1/2000	2,436	3	0	244			25	2,501	0	LOS PEPINES		6	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	19	12	5	3	2	1	1	1	1	2	4	2	0.00	0	3,000.00		271																					
1/2000	2,437	3	0	244			25	2,501	0	LOS PEPINES		7	0	58	156	87,034	79,004	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	3	5	1	400.00	2	0.00		271																					
1/2000	2,438	3	0	244			25	2,501	0	LOS PEPINES		8	0	58	156	87,034	79,004	1	1				1	0	0	0	3	3	19	4	7	2	1	1	1	1	1	3	5	1	200.00	2	0.00		271																					
1/2000	2,439	3	0	244			25	2,501	0	LOS PEPINES		9	0	58	156	87,034	79,004	1	1				1	0	0	0	9	9	19	4	8	2	1	2	5	2	3	3	5	2	0.00	0	200.00		271																					
1/2000	2,440	3	0	244			25	2,501	0	LOS PEPINES	1	10	0	58	156	87,034	79,004	1	1				1	0	0	0	9	9	19	4	7	3	2	1	1	1	1	3	5	1	500.00	2	0.00		271																					
1/2000	2,441	3	0	245			25	2,501	0	EL ENSUENO		1	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	7	1	9	3	1	1	1	1	1	3	2	0.00	0	4,000.00		200																					
1/2000	2,442	3	0	245			25	2,501	0	EL ENSUENO		2	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	1	7	3	1	1	1	1	1	2	2	0.00	0	4,000.00		200																					
1/2000	2,443	3	0	245			25	2,501	0	EL ENSUENO		3	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	7	7	3	1	1	1	1	1	3	1	3,500.00	2	0.00		199																					
1/2000	2,444	3	0	245			25	2,501	0	EL ENSUENO		4	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	1	10	4	1	1	1	1	1	3	2	0.00	0	6,000.00		199																					
1/2000	2,445	3	0	245			25	2,501	0	EL ENSUENO		5	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	1	7	3	1	1	1	1	1	3	2	0.00	0	4,500.00		200																					
1/2000	2,446	3	0	245			25	2,501	0	EL ENSUENO		6	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	7	7	6	3	1	1	1	1	1	4	1	2,500.00	2	0.00		200																					
1/2000	2,447	3	0	245			25	2,501	0	EL ENSUENO		7	0	57	157	96,118	91,159	1	2	1	B		1	0	0	0	2	2	6	7	1	9	2	1	1	1	1	1	3	2	0.00	0	4,000.00		200																					
1/2000	2,448	3	0	245			25	2,501	0	EL ENSUENO		8	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	9	7	3	1	1	1	1	3	4	2	0.00	0	3,000.00		200																					
1/2000	2,449	3	0	245			25	2,501	0	EL ENSUENO		9	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	7	6	3	1	1	1	1	1	3	1	2,500.00	2	0.00		200																					
1/2000	2,450	3	0	245			25	2,501	0	EL ENSUENO		10	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	5	1	8	4	1	1	1	1	1	3	2	0.00	0	4,500.00		200																					
1/2000	2,451	3	0	246			25	2,501	0	PERALTA		1	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	12	7	6	3	1	1	1	1	1	4	1	3,000.00	2	0.00		264																					
1/2000	2,452	3	0	246			25	2,501	0	PERALTA		2	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	12	7	7	3	1	1	1	1	1	4	1	2,400.00	2	0.00		264																					
1/2000	2,453	3	0	246			25	2,501	0	PERALTA		3	0	57	157	96,118	91,159	1	2	1	C		1	0	0	0	2	2	19	12	1	6	3	1	1	1	1	1	4	2	0.00	0	2,400.00		264																					
1/2000	2,454	3	0	246			25	2,501	0	PERALTA		4	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	19	4	1	5	2	1	1	1	1	1	4	2	0.00	0	1,500.00		264																					
1/2000	2,455	3	0	246			25	2,501	0	PERALTA		5	0	57	157	96,118	91,159	1	2	1	B		2	0	0	0	2	2	6	12	5	4	3	1	1	1	1	1	4	2	0.00	0	2,400.00		264																					
1/2000	2,456	3	0	246			25	2,501	0	PERALTA		6	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	4	1	6	3	1	1	1	1	2	4	2	0.00	0	4,000.00		264																					
1/2000	2,457	3	0	246			25	2,501	0	PERALTA		7	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	6	4	7	8	4	1	1	1	1	1	4	1	2,000.00	2	0.00		264																					
1/2000	2,458	3	0	246			25	2,501	0	PERALTA		8	0	57	157	96,118	91,159	1	1				1	0	0	0	2	2	19	4	1	6	3	1	1	1	1	1	4	2	0.00	0	1,500.00		264																					
1/2000	2,459	3	0	246			25	2,501	0	PERALTA		9	0	57	157	96,118	91,159	1	1				2	0	0	0	2	2	6	4	7	4	3	1	1	1	1	2	4	1	800.00	2	0.00		263																					
1/2000	2,460	3	0	246			25	2,501	0	PERALTA		10	0	57	157	96,118	91,159	1	2	1	A		2	0	0	0	2	2	6	4	7	3	2	3	1	1	1	2	4	1	800.00	2	0.00		264																					
1/2000	2,461	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		1	0	61	155	93,693	93,693	1	1				8	0	0	0	2	2	6	4	7	1	1	1	1	1	1	1	4	1	500.00	2	0.00		485																					
1/2000	2,462	3	0	247			25	2,501	0	LOS JAZMINES ( ARROYO HONDO ABAJO )		2	0	61	155	93,693	93,693	1	1				8	0	0	0	2	2	6	4	7	2	1	1	1	1	1	2	4	1	600.00	2	0.00		485																					
