EFT_PERIODO	EFT_VIVIENDA	EFT_HOGAR	EFT_MIEMBRO	EFT_SEXO	EFT_EDAD	EFT_PARENTESCO_CON_JEFE	EFT_ESTADO_CIVIL	EFT_ALFABETISMO	EFT_ULT_ANO_APROBADO	EFT_ULT_NIVEL_ALCANZADO	EFT_SE_MATRICULO	EFT_TANDA_ASISTE	EFT_TIPO_CENTRO	EFT_MOTIVO_NO_ASISTE	EFT_MUNICIPIO_RESIDE	EFT_ZONA_RESIDE	EFT_PAIS_RESIDE	EFT_TIEMPO_RESIDENCIA	EFT_RAZON_TRASLADO	EFT_FACTOR_EXP	EFT_ESTRATO	EFT_UPM	EFT_CANT_MIEMBROS	EFT_NOMBRE_MIEMBRO	EFT_SE_MATRICULO_TEXTO	EFT_NUEVO_FACTOR_CENSO	EFT_FACTOR_EXP_CENSO1993	EFT_MOTIVO_NO_ASISTE_ESP	EFT_TANDA_ASISTE_ESP	EFT_RAZON_TRASLADO_ESP	EFT_MIEMBRO_AFILIADO_SEGURO	EFT_SEGURO_ESTA_AFILIADO	EFT_SEGURO_ESTA_AFILIADO_ESP	EFT_TIPO_AFILIADO	EFT_FACTOR_EXP_ANUAL
1/2000	3,433	1	3	2	11	4	6	1	4	2	2	1	2	0	2,801	0	647	1	0	448	6	344	3				486								
1/2000	3,434	1	1	1	76	1	2	2	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	2				486								
1/2000	3,434	1	2	2	70	2	2	2	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	2				486								
1/2000	3,435	1	1	1	39	1	1	1	2	2	7	0	0	7	2,101	0	647	4	2	448	6	344	8				485								
1/2000	3,435	1	2	2	42	2	1	1	2	2	7	0	0	7	2,108	0	647	4	2	448	6	344	8				485								
1/2000	3,435	1	3	1	14	3	6	1	3	2	2	2	2	0	2,108	0	647	4	5	448	6	344	8				485								
1/2000	3,435	1	4	2	12	3	6	1	2	2	2	2	2	0	2,108	0	647	4	5	448	6	344	8				485								
1/2000	3,435	1	5	2	9	3	6	2	0	7	7	0	0	5	2,108	0	647	4	5	448	6	344	8				485								
1/2000	3,435	1	6	1	7	3	6	2	0	7	7	0	0	5	2,801	0	647	4	5	448	6	344	8				485								
1/2000	3,435	1	7	2	4	3	6	0	0	7	7	0	0	7	2,108	0	647	4	5	448	6	344	8				485								
1/2000	3,435	1	8	1	0	3	6	0	0	0	0	0	0	0	2,801	0	647	1	0	448	6	344	8				485								
1/2000	3,436	1	1	1	30	1	1	1	2	3	7	0	0	7	2,801	0	647	1	0	448	6	344	5				485								
1/2000	3,436	1	2	2	35	2	1	1	4	3	7	0	0	7	2,801	0	647	1	0	448	6	344	5				485								
1/2000	3,436	1	3	1	24	11	6	1	8	2	7	0	0	9	2,801	0	647	1	0	448	6	344	5				485								
1/2000	3,436	1	4	2	8	4	6	1	2	2	2	1	2	0	2,801	0	647	1	0	448	6	344	5				485								
1/2000	3,436	1	5	2	6	3	6	2	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	5				485								
1/2000	3,437	1	1	1	69	1	2	1	3	2	7	0	0	7	2,801	0	647	1	0	448	6	344	4				486								
1/2000	3,437	1	2	2	62	2	2	1	3	2	7	0	0	7	2,801	0	647	1	0	448	6	344	4				486								
1/2000	3,437	1	3	1	25	3	6	1	3	3	3	3	2	0	2,801	0	647	1	0	448	6	344	4				486								
1/2000	3,437	1	4	1	23	3	6	1	4	3	7	0	0	1	2,801	0	647	1	0	448	6	344	4				486								
1/2000	3,438	1	1	1	28	1	1	1	8	2	7	0	0	9	2,801	0	647	1	0	448	6	344	5				486								
1/2000	3,438	1	2	2	24	2	1	1	4	2	7	0	0	3	2,801	0	647	1	0	448	6	344	5				486								
1/2000	3,438	1	3	1	6	3	6	2	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	5				486								
1/2000	3,438	1	4	1	4	3	6	0	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	5				486								
1/2000	3,438	1	5	2	5	3	6	0	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	5				486								
1/2000	3,439	1	1	1	44	1	2	1	8	2	7	0	0	4	2,801	0	647	1	0	448	6	344	3				486								
1/2000	3,439	1	2	2	34	2	2	1	4	3	7	0	0	7	2,801	0	647	1	0	448	6	344	3				486								
1/2000	3,439	1	3	1	14	3	6	1	6	2	2	1	2	0	2,801	0	647	1	0	448	6	344	3				486								
1/2000	3,440	1	1	2	65	1	5	2	0	7	7	0	0	7	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,440	1	2	1	37	3	6	1	8	2	7	0	0	7	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,440	1	3	2	25	3	2	1	8	2	7	0	0	3	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,440	1	4	2	15	5	6	1	4	2	2	1	2	0	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,440	1	5	2	3	5	6	0	0	0	0	0	0	0	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,440	1	6	1	6	5	6	2	1	1	1	1	2	0	2,801	0	647	1	0	448	6	344	6				486								
1/2000	3,441	1	1	1	72	1	5	1	2	2	7	0	0	9	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,441	1	2	1	33	3	2	1	4	3	7	0	0	2	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,441	1	3	2	34	6	2	1	1	3	3	1	2	0	1,303	0	647	5	6	1,480	6	345	5				1,603								
1/2000	3,441	1	4	1	12	5	6	1	6	2	2	2	2	0	1,303	0	647	5	5	1,480	6	345	5				1,603								
1/2000	3,441	1	5	1	7	5	6	1	1	2	2	1	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,442	1	1	1	42	1	2	2	0	7	7	0	0	9	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,442	1	2	2	39	2	2	1	3	2	2	3	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,442	1	3	1	15	3	5	1	4	2	2	1	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,442	1	4	2	88	7	6	2	0	7	7	0	0	9	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,442	1	5	2	14	11	6	1	4	2	2	1	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,443	1	1	1	60	1	4	1	0	7	7	0	0	9	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,443	1	2	1	30	4	6	1	5	2	7	0	0	9	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,443	1	3	1	22	11	6	1	6	2	7	0	0	9	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,443	1	4	1	23	12	6	1	4	5	5	1	2	0	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,444	1	1	1	40	1	4	1	2	3	7	0	0	4	505	1	647	1	0	1,480	6	345	1				1,604								
1/2000	3,445	1	1	1	50	1	1	1	3	2	7	0	0	2	2,602	0	647	5	1	1,480	6	345	8				1,604								
1/2000	3,445	1	2	2	48	2	1	2	0	7	7	0	0	2	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	3	1	25	3	1	2	0	7	7	0	0	2	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	4	1	20	3	6	2	0	7	7	0	0	2	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	5	1	18	3	6	1	3	2	7	0	0	4	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	6	2	12	3	6	1	3	2	2	2	2	0	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	7	1	9	3	6	2	2	2	2	2	2	0	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,445	1	8	2	7	3	6	1	1	2	2	2	2	0	505	1	647	1	0	1,480	6	345	8				1,604								
1/2000	3,446	1	1	1	89	1	5	2	0	7	7	0	0	7	2,601	1	647	5	5	1,480	6	345	1				1,603								
1/2000	3,447	1	1	1	83	1	2	1	2	2	7	0	0	7	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,447	1	2	2	52	2	2	1	6	2	7	0	0	7	2,601	1	647	5	5	1,480	6	345	4				1,603								
1/2000	3,447	1	3	1	22	3	6	1	7	2	7	0	0	9	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,447	1	4	1	8	5	6	2	2	2	2	2	2	0	2,601	0	647	5	5	1,480	6	345	4				1,603								
1/2000	3,448	1	1	2	26	1	1	1	2	2	7	0	0	5	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,448	1	2	1	38	2	1	1	1	3	7	0	0	2	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,448	1	3	1	7	4	6	1	2	2	2	2	2	0	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,448	1	4	1	6	4	6	2	3	1	2	2	2	0	505	1	647	1	0	1,480	6	345	4				1,603								
1/2000	3,449	1	1	1	35	1	2	1	4	3	7	0	0	1	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,449	1	2	2	28	2	2	1	4	5	5	6	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,449	1	3	1	13	3	6	1	4	2	2	1	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,449	1	4	2	8	3	6	1	3	2	2	2	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,449	1	5	1	4	3	6	0	0	7	1	2	2	0	505	1	647	1	0	1,480	6	345	5				1,603								
1/2000	3,451	1	1	1	30	1	1	1	7	2	7	0	0	4	601	1	647	1	0	399	6	346	5				432								
1/2000	3,451	1	2	2	28	2	1	1	4	2	7	0	0	4	601	1	647	1	0	399	6	346	5				432								
1/2000	3,451	1	3	2	7	3	6	1	1	2	2	2	2	0	601	1	647	1	0	399	6	346	5				432								
1/2000	3,451	1	4	2	6	3	6	2	0	7	1	2	2	0	601	1	647	1	0	399	6	346	5				432								
1/2000	3,451	1	5	1	3	3	6	0	0	0	0	0	0	0	601	1	647	1	0	399	6	346	5				432								
1/2000	3,452	1	1	2	60	1	2	2	0	7	7	0	0	7	601	1	647	1	0	399	6	346	3				432								
1/2000	3,452	1	2	1	62	2	2	2	1	2	7	0	0	7	601	1	647	1	0	399	6	346	3				432								
1/2000	3,452	1	3	1	5	5	6	0	0	7	7	0	0	9	601	1	647	1	0	399	6	346	3				432								
1/2000	3,453	1	1	1	36	1	1	1	2	2	7	0	0	9	601	1	647	1	0	399	6	346	4				431								
1/2000	3,453	1	2	2	30	2	1	1	5	2	7	0	0	9	601	1	647	1	0	399	6	346	4				431								
1/2000	3,453	1	3	2	15	3	6	1	8	2	3	2	2	0	601	1	647	1	0	399	6	346	4				431								
1/2000	3,453	1	4	2	13	3	6	1	6	2	2	2	2	0	601	1	647	1	0	399	6	346	4				431								
1/2000	3,454	1	1	1	46	1	2	1	2	2	7	0	0	7	601	1	647	1	0	399	6	346	6				432								
1/2000	3,454	1	2	2	42	2	2	1	3	2	7	0	0	7	601	1	647	1	0	399	6	346	6				432								
1/2000	3,454	1	3	1	18	3	6	1	7	2	2	1	2	0	601	1	647	1	0	399	6	346	6				432								
1/2000	3,454	1	4	1	19	3	6	1	8	2	3	1	2	0	601	1	647	1	0	399	6	346	6				432								
1/2000	3,454	1	5	2	15	3	6	1	6	2	2	1	2	0	601	1	647	1	0	399	6	346	6				432								
1/2000	3,454	1	6	2	13	3	6	1	5	2	2	1	2	0	601	1	647	1	0	399	6	346	6				432								
1/2000	3,455	1	1	1	35	1	6	1	2	2	7	0	0	7	601	1	647	1	0	399	6	346	1				432								
1/2000	3,456	1	1	2	50	1	5	2	0	7	7	0	0	7	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	2	2	27	3	6	1	6	2	7	0	0	9	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	3	2	25	3	6	1	5	2	7	0	0	9	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	4	1	23	3	6	2	2	2	7	0	0	9	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	5	2	28	3	6	1	6	2	7	0	0	9	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	6	1	9	5	6	1	3	1	2	2	2	0	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	7	1	8	5	6	2	0	7	1	2	2	0	601	1	647	1	0	399	6	346	8				432								
1/2000	3,456	1	8	1	4	5	6	0	0	7	7	0	0	7	601	1	647	1	0	399	6	346	8				432								
1/2000	3,457	1	1	1	51	1	5	1	2	2	7	0	0	7	601	1	647	1	0	399	6	346	1				432								
1/2000	3,458	1	1	1	26	1	1	2	1	2	7	0	0	4	601	1	647	1	0	399	6	346	4				432								
1/2000	3,458	1	2	2	23	2	1	2	1	2	7	0	0	9	601	1	647	1	0	399	6	346	4				432								
1/2000	3,458	1	3	1	6	3	6	2	0	7	7	0	0	7	601	1	647	1	0	399	6	346	4				432								
1/2000	3,458	1	4	1	4	3	6	0	0	7	7	0	0	7	601	1	647	1	0	399	6	346	4				432								
1/2000	3,459	1	1	1	67	1	2	2	0	7	7	0	0	7	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	2	2	60	2	2	1	3	2	7	0	0	7	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	3	1	20	3	6	1	5	2	7	0	0	2	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	4	2	18	3	6	1	8	2	3	1	2	0	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	5	1	12	3	6	1	5	2	2	1	2	0	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	6	2	10	3	6	1	2	2	2	2	2	0	601	1	647	1	0	399	6	346	7				432								
1/2000	3,459	1	7	2	9	3	6	1	3	2	2	1	2	0	601	1	647	1	0	399	6	346	7				432								
1/2000	3,460	1	1	1	42	1	4	2	2	2	7	0	0	2	601	1	647	1	0	399	6	346	1				432								
1/2000	3,461	1	1	1	73	1	1	1	3	2	7	0	0	2	602	1	647	1	0	550	6	347	3				595								
1/2000	3,461	1	2	2	50	2	1	1	5	2	7	0	0	7	606	1	647	5	5	550	6	347	3				595								
1/2000	3,461	1	3	2	50	3	6	1	4	5	5	6	1	0	602	1	647	1	0	550	6	347	3				595								
1/2000	3,462	1	1	1	32	1	1	1	2	3	7	0	0	2	602	1	647	1	0	550	6	347	3				595								
1/2000	3,462	1	2	2	19	2	1	1	2	3	7	0	0	5	602	1	647	1	0	550	6	347	3				595								
1/2000	3,462	1	3	1	0	3	6	0	0	0	0	0	0	0	602	1	647	1	0	550	6	347	3				595								
1/2000	3,463	1	1	2	40	1	6	1	4	2	7	0	0	2	602	1	647	1	0	550	6	347	2				595								
1/2000	3,463	1	2	1	25	3	6	1	3	2	7	0	0	2	602	1	647	1	0	550	6	347	2				595								
1/2000	3,464	1	1	1	24	1	6	2	1	2	7	0	0	2	602	1	647	1	0	550	6	347	2				595								
1/2000	3,464	1	2	1	33	9	6	2	0	7	7	0	0	2	602	1	647	1	0	550	6	347	2				595								
1/2000	3,465	1	1	1	51	1	1	2	2	2	7	0	0	2	602	1	647	1	0	550	6	347	4				595								
1/2000	3,465	1	2	2	39	2	1	2	6	2	7	0	0	2	602	1	647	1	0	550	6	347	4				595								
1/2000	3,465	1	3	2	20	3	6	1	3	3	3	2	2	0	602	1	647	1	0	550	6	347	4				595								
1/2000	3,465	1	4	2	10	3	6	2	3	2	2	1	2	0	602	1	647	1	0	550	6	347	4				595								
1/2000	3,466	1	1	1	31	1	6	2	0	7	7	0	0	2	602	1	647	1	0	550	6	347	1				596								
1/2000	3,467	1	1	1	52	1	2	1	6	2	7	0	0	2	602	1	647	1	0	550	6	347	5				596								
1/2000	3,467	1	2	2	48	2	2	1	7	2	7	0	0	2	602	1	647	1	0	550	6	347	5				596								
1/2000	3,467	1	3	1	10	5	6	1	4	2	2	2	2	0	602	1	647	1	0	550	6	347	5				596								
1/2000	3,467	1	4	2	5	5	6	0	1	1	1	2	1	0	0	2	249	4	5	550	6	347	5				596								
1/2000	3,467	1	5	2	3	5	6	0	0	0	0	0	0	0	0	2	249	3	5	550	6	347	5				596								
1/2000	3,468	1	1	1	46	1	1	1	2	2	7	0	0	7	602	1	647	1	0	550	6	347	3				595								
1/2000	3,468	1	2	2	23	2	1	2	0	7	7	0	0	2	602	1	647	1	0	550	6	347	3				595								
1/2000	3,468	1	3	2	6	3	6	2	0	7	7	0	0	5	602	1	647	1	0	550	6	347	3				595								
1/2000	3,469	1	1	1	32	1	1	1	3	2	7	0	0	7	602	1	647	1	0	550	6	347	5				596								
1/2000	3,469	1	2	2	26	2	1	2	0	7	7	0	0	3	602	1	647	1	0	550	6	347	5				596								
1/2000	3,469	1	3	1	15	3	6	1	5	2	2	1	2	0	602	1	647	1	0	550	6	347	5				596								
1/2000	3,469	1	4	1	12	3	6	2	1	2	2	2	2	0	602	1	647	1	0	550	6	347	5				596								
1/2000	3,469	1	5	1	8	3	6	2	1	2	2	2	2	0	602	1	647	1	0	550	6	347	5				596								
1/2000	3,470	1	1	1	52	1	2	1	6	2	7	0	0	2	602	1	647	1	0	550	6	347	5				596								
1/2000	3,470	1	2	2	48	2	2	1	7	2	7	0	0	2	602	1	647	1	0	550	6	347	5				596								
1/2000	3,470	1	3	1	10	5	6	1	4	2	2	2	2	0	602	1	647	1	0	550	6	347	5				596								
1/2000	3,470	1	4	2	5	5	6	0	1	1	1	2	1	0	0	2	249	4	5	550	6	347	5				596								
1/2000	3,470	1	5	2	3	5	6	0	0	0	0	0	0	0	0	2	249	3	5	550	6	347	5				596								
1/2000	3,471	1	1	1	30	1	1	1	2	2	7	0	0	2	0	2	341	5	1	473	6	348	5				511								
1/2000	3,471	1	2	2	36	2	1	1	2	2	7	0	0	4	0	2	341	5	1	473	6	348	5				511								
1/2000	3,471	1	3	1	32	12	6	2	3	2	7	0	0	2	0	2	341	5	1	473	6	348	5				511								
1/2000	3,471	1	4	1	25	12	6	1	3	2	2	2	2	0	606	1	647	1	0	473	6	348	5				511								
1/2000	3,471	1	5	1	18	12	6	2	0	7	7	0	0	2	0	2	341	4	1	473	6	348	5				511								
1/2000	3,472	1	1	1	47	1	6	1	2	2	7	0	0	7	606	1	647	1	0	473	6	348	3				511								
1/2000	3,472	1	2	1	29	9	6	2	0	7	7	0	0	2	606	1	647	1	0	473	6	348	3				511								
1/2000	3,472	1	3	2	70	7	5	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	3				511								
1/2000	3,473	1	1	1	49	1	2	1	4	2	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,473	1	2	2	44	2	2	1	1	3	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,473	1	3	1	17	4	6	1	7	2	2	2	2	0	606	1	647	1	0	473	6	348	3				512								
1/2000	3,474	1	1	1	60	1	1	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	5				512								
1/2000	3,474	1	2	2	45	2	1	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	5				512								
1/2000	3,474	1	3	1	15	3	6	1	5	2	2	1	2	0	606	1	647	1	0	473	6	348	5				512								
1/2000	3,474	1	4	1	10	3	6	1	2	2	2	1	2	0	606	1	647	1	0	473	6	348	5				512								
1/2000	3,474	1	5	1	6	3	6	2	0	7	7	0	0	5	606	1	647	1	0	473	6	348	5				512								
1/2000	3,475	1	1	1	73	1	4	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,475	1	2	1	19	3	6	1	4	2	7	0	0	4	606	1	647	1	0	473	6	348	3				512								
1/2000	3,475	1	3	1	16	3	6	1	5	2	2	1	2	0	606	1	647	1	0	473	6	348	3				512								
1/2000	3,476	1	1	1	54	1	1	1	1	2	7	0	0	7	603	1	647	5	1	473	6	348	3				512								
1/2000	3,476	1	2	2	42	2	1	1	4	2	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,476	1	3	2	14	3	6	1	7	2	2	1	2	0	606	1	647	1	0	473	6	348	3				512								
1/2000	3,477	1	1	1	40	1	1	1	3	3	7	0	0	2	606	1	647	1	0	473	6	348	2				512								
1/2000	3,477	1	2	2	30	2	1	1	4	2	7	0	0	9	606	1	647	1	0	473	6	348	2				512								
1/2000	3,478	1	1	1	46	1	6	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,478	1	2	2	65	7	2	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,478	1	3	1	86	7	2	2	0	7	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,479	1	1	1	61	1	1	2	2	2	7	0	0	7	606	1	647	1	0	473	6	348	3				512								
1/2000	3,479	1	2	2	60	2	1	2	0	7	7	0	0	7	601	1	647	5	5	473	6	348	3				512								
1/2000	3,479	1	3	1	8	5	6	2	1	2	2	1	2	0	1,401	0	647	5	5	473	6	348	3				512								
1/2000	3,480	1	1	1	44	1	1	1	8	2	7	0	0	2	606	1	647	1	0	473	6	348	5				512								
1/2000	3,480	1	2	2	29	2	1	1	6	2	7	0	0	9	606	1	647	1	0	473	6	348	5				512								
1/2000	3,480	1	3	1	10	3	6	1	3	2	2	1	2	0	606	1	647	1	0	473	6	348	5				512								
1/2000	3,480	1	4	2	8	3	6	1	2	2	2	1	2	0	606	1	647	1	0	473	6	348	5				512								
1/2000	3,480	1	5	2	7	3	6	1	1	2	2	1	2	0	606	1	647	1	0	473	6	348	5				512								
1/2000	3,481	1	1	1	68	1	2	2	0	7	7	0	0	9	2,505	0	647	5	5	657	6	349	9				712								
1/2000	3,481	1	2	2	62	2	2	2	0	7	7	0	0	9	2,503	0	647	5	5	657	6	349	9				712								
1/2000	3,481	1	3	2	23	3	1	1	3	5	7	0	0	5	903	0	647	5	5	657	6	349	9				712								
1/2000	3,481	1	4	2	21	3	6	1	3	5	5	3	1	0	901	1	647	1	0	657	6	349	9				712								
1/2000	3,481	1	5	1	26	6	1	2	8	2	7	0	0	9	901	1	647	1	0	657	6	349	9				712								
1/2000	3,481	1	6	1	17	5	6	1	3	3	3	2	2	0	903	0	647	5	5	657	6	349	9				712								
1/2000	3,481	1	7	2	18	3	6	1	3	3	3	2	2	0	903	0	647	5	5	657	6	349	9				712								
1/2000	3,481	1	8	2	1	5	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	9				712								
1/2000	3,481	1	9	2	0	5	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	9				712								
1/2000	3,482	1	1	1	61	1	1	1	5	2	7	0	0	3	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	2	2	47	2	1	1	6	2	7	0	0	9	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	3	1	27	3	1	1	3	5	5	2	2	0	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	4	2	14	3	6	1	1	3	3	2	2	0	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	5	1	11	3	6	1	6	2	2	1	2	0	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	6	2	26	6	1	1	3	5	5	2	1	0	901	1	647	1	0	657	6	349	7				712								
1/2000	3,482	1	7	2	1	5	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	7				712								
1/2000	3,483	1	1	1	37	1	1	1	2	4	7	0	0	8	2,505	0	647	5	5	657	6	349	4				711								
1/2000	3,483	1	2	2	35	2	1	1	4	2	7	0	0	9	901	1	647	1	0	657	6	349	4				711								
1/2000	3,483	1	3	2	16	3	6	1	2	3	3	2	2	0	901	1	647	1	0	657	6	349	4				711								
1/2000	3,483	1	4	1	14	3	6	1	7	2	2	1	2	0	901	1	647	1	0	657	6	349	4				711								
1/2000	3,484	1	1	1	37	1	1	1	5	2	7	0	0	2	901	1	647	1	0	657	6	349	5				711								
1/2000	3,484	1	2	2	36	2	1	1	8	2	7	0	0	9	901	1	647	1	0	657	6	349	5				711								
1/2000	3,484	1	3	2	11	3	6	1	4	2	2	1	2	0	901	1	647	1	0	657	6	349	5				711								
1/2000	3,484	1	4	2	4	3	6	0	0	7	7	0	0	5	901	1	647	1	0	657	6	349	5				711								
1/2000	3,484	1	5	2	3	3	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	5				711								
1/2000	3,485	1	1	2	65	1	5	1	1	2	7	0	0	9	901	1	647	1	0	657	6	349	3				711								
1/2000	3,485	1	2	2	21	3	6	1	7	2	2	2	2	0	901	1	647	1	0	657	6	349	3				711								
1/2000	3,485	1	3	1	18	3	6	1	4	3	5	6	2	0	901	1	647	1	0	657	6	349	3				711								
1/2000	3,486	1	1	1	25	1	1	1	4	2	7	0	0	2	901	1	647	1	0	657	6	349	5				711								
1/2000	3,486	1	2	2	22	2	1	1	5	2	7	0	0	9	901	1	647	1	0	657	6	349	5				711								
1/2000	3,486	1	3	1	7	3	6	2	1	2	2	2	2	0	901	1	647	1	0	657	6	349	5				711								
1/2000	3,486	1	4	2	6	3	6	2	1	1	1	2	2	0	901	1	647	1	0	657	6	349	5				711								
1/2000	3,486	1	5	1	3	3	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	5				711								
1/2000	3,487	1	1	1	67	1	2	1	0	7	7	0	0	9	901	1	647	1	0	657	6	349	2				712								
1/2000	3,487	1	2	2	52	2	2	1	3	2	7	0	0	9	901	1	647	1	0	657	6	349	2				712								
1/2000	3,488	1	1	1	66	1	1	1	3	2	7	0	0	7	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	2	2	56	2	1	1	3	2	7	0	0	7	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	3	1	34	3	1	1	5	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	4	1	31	3	6	1	6	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	5	1	30	3	6	1	4	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	6	1	25	3	6	1	2	3	7	0	0	5	901	1	647	1	0	657	6	349	7				711								
1/2000	3,488	1	7	2	33	6	1	1	3	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,489	1	1	1	46	1	2	2	0	7	7	0	0	2	1,901	1	647	5	5	657	6	349	3				711								
1/2000	3,489	1	2	2	37	2	2	1	7	2	7	0	0	1	1,901	1	647	5	5	657	6	349	3				711								
1/2000	3,489	1	3	1	17	3	6	1	7	2	2	1	2	0	1,901	1	647	5	5	657	6	349	3				711								
1/2000	3,490	1	1	1	53	1	2	1	8	2	7	0	0	2	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	2	2	46	2	2	1	4	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	3	1	21	3	1	1	2	3	3	1	2	0	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	4	1	17	3	6	1	5	2	7	0	0	2	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	5	2	14	3	6	1	7	2	2	1	2	0	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	6	2	20	6	1	1	5	2	7	0	0	9	901	1	647	1	0	657	6	349	7				711								
1/2000	3,490	1	7	2	0	5	6	0	0	0	0	0	0	0	901	1	647	1	0	657	6	349	7				711								
1/2000	3,491	1	1	1	37	1	1	1	8	2	7	0	0	2	903	1	647	1	0	467	6	350	4				506								
1/2000	3,491	1	2	2	32	2	1	1	1	3	7	0	0	5	2,901	0	647	4	5	467	6	350	4				506								
1/2000	3,491	1	3	1	6	3	6	2	1	1	2	1	2	0	903	1	647	1	0	467	6	350	4				506								
